;;6.03257329;-0.754716981
;;6.293159609;0.754716981
;;6.501628664;2.264150943
;;6.814332248;3.773584906
;;7.231270358;3.773584906
;;7.543973941;3.773584906
;;7.804560261;5.283018868
;;8.273615635;6.037735849
;;8.899022801;80.75471698
;;9.211726384;36.98113208
;;9.576547231;46.03773585
;;9.732899023;43.77358491
;;10.67100977;18.86792453
;;11.03583062;27.9245283
;;11.29641694;26.41509434
;;11.50488599;19.62264151
;;12.59934853;50.56603774
;;12.91205212;27.9245283
;;13.06840391;29.43396226
;;13.27687296;23.39622642
;;14.84039088;28.67924528
;;14.94462541;5.283018868
;;15.15309446;11.32075472
;;15.46579805;46.03773585
;;15.88273616;22.64150943
;;16.09120521;8.301886792
;;16.247557;12.83018868
;;17.02931596;5.283018868
;;17.13355049;2.264150943
;;17.39413681;4.528301887
;;17.70684039;3.773584906
